raceId	gender	itemSlotId	itemDisplayId	label00	value00	label01	value01
4	0	25	1702	1	8	2	7
4	0	25	1703	1	9	2	7
4	0	25	1704	1	1	2	8
4	0	25	1705	1	2	2	8
4	0	25	1706	1	3	2	8
4	0	25	1707	1	4	2	8
4	0	25	1708	1	5	2	8
4	0	25	1709	1	6	2	8
4	0	25	1710	1	7	2	8
4	0	25	1711	1	8	2	8
4	0	26	1728	7	1	1	2
4	0	26	1729	7	1	1	3
4	0	26	1730	7	1	1	4
4	0	26	1731	7	1	1	5
4	0	26	1732	7	1	1	6
4	0	26	1733	7	1	1	7
4	0	26	1734	7	1	1	8
4	0	28	1721	3	2	4	1
4	0	28	1722	3	3	4	1
4	0	28	1723	3	4	4	1
4	0	28	1724	3	5	4	1
4	0	28	1725	3	6	4	1
4	0	28	1735	3	7	4	1
4	0	28	1726	3	8	4	1
4	0	28	1727	3	9	4	1
4	0	27	1713	10	2	0	0
4	0	27	1714	10	3	0	0
4	0	27	1715	10	4	0	0
4	0	27	1716	10	5	0	0
4	0	27	1717	10	6	0	0
4	0	27	1718	10	7	0	0
4	0	27	1719	10	8	0	0
4	0	27	1720	10	9	0	0
3	0	39	1837	5	1	0	1
13	0	25	567	1	5	18	1
13	0	25	570	1	8	18	1
4	1	27	2204	10	1	4	1
1	0	25	1751	22	7	2	1
1	0	25	1752	22	8	2	1
1	0	25	1753	21	8	2	1
4	1	24	4928	2	2	0	0
4	1	25	2356	1	2	2	1
5	0	25	1770	1	8	2	1
5	0	25	1771	1	9	2	1
5	0	27	1773	12	1	0	0
5	0	27	1774	12	2	0	0
5	0	27	1775	12	3	0	0
5	0	27	1776	12	4	0	0
5	0	27	1777	12	5	0	0
5	0	27	1778	12	6	0	0
5	0	27	1779	12	7	0	0
5	0	27	1780	12	8	0	0
5	0	27	1781	12	9	0	0
5	0	27	1782	12	10	0	0
1	0	25	1783	22	7	2	7
1	0	25	1784	22	8	2	7
1	0	25	1800	21	8	2	7
1	0	25	1785	22	7	2	6
1	0	25	1786	22	8	2	6
1	0	25	1787	21	8	2	6
1	0	25	1788	22	7	2	5
1	0	25	1789	22	8	2	5
1	0	25	1790	21	8	2	5
1	0	25	1791	22	7	2	4
1	0	25	1792	22	8	2	4
1	0	25	1793	21	8	2	4
1	0	25	1794	22	7	2	2
1	0	25	1795	22	8	2	2
1	0	25	1796	21	8	2	2
1	0	25	1797	22	7	2	3
1	0	25	1798	22	8	2	3
1	0	25	1799	21	8	2	3
1	0	39	1801	20	2	4	1
1	0	39	1802	20	3	4	1
1	0	39	1803	20	4	4	1
1	0	39	1804	20	6	4	1
1	0	39	1805	20	2	4	2
1	0	39	1806	20	3	4	2
1	0	39	1807	20	4	4	2
1	0	39	1808	20	6	4	2
1	0	39	1809	20	2	4	7
1	0	39	1810	20	3	4	7
1	0	39	1811	20	4	4	7
1	0	39	1812	20	6	4	7
1	0	39	1813	20	7	4	5
1	0	39	1814	20	2	4	5
1	0	39	1815	20	3	4	5
1	0	39	1816	20	4	4	5
1	0	39	1817	20	5	4	5
1	0	39	1818	20	6	4	5
1	0	39	1819	20	7	4	6
1	0	39	1820	20	2	4	6
1	0	39	1821	20	3	4	6
1	0	39	1822	20	4	4	6
1	0	39	1823	20	5	4	6
1	0	39	1824	20	6	4	6
1	0	39	1825	20	7	4	3
1	0	39	1826	20	2	4	3
1	0	39	1827	20	3	4	3
1	0	39	1828	20	4	4	3
1	0	39	1829	20	5	4	3
1	0	39	1830	20	6	4	3
1	0	39	1831	20	7	4	4
1	0	39	1832	20	2	4	4
1	0	39	1833	20	3	4	4
1	0	39	1834	20	4	4	4
1	0	39	1835	20	5	4	4
1	0	39	1836	20	6	4	4
1	0	39	0	20	1	4	5
1	0	39	0	20	1	4	6
1	0	39	0	20	1	4	3
1	0	39	0	20	1	4	4
0	0	39	1838	5	1	0	2
0	0	39	1839	5	1	0	3
0	0	39	1840	5	1	2	4
0	0	39	1841	5	1	2	5
0	0	39	1842	5	1	2	6
0	0	39	1843	5	1	2	7
0	0	39	1736	5	1	0	8
5	0	39	2553	5	10	4	5
5	0	39	1846	5	2	4	3
5	0	39	1847	5	3	4	3
5	0	39	1848	5	4	4	3
5	0	39	1849	5	5	4	3
5	0	39	1850	5	6	4	3
5	0	39	1851	5	7	4	3
5	0	39	1852	5	8	4	3
5	0	39	1853	5	9	4	3
5	0	39	2552	5	1	0	1
5	0	28	1854	3	1	4	3
5	0	28	1855	3	2	4	3
5	0	28	1856	3	3	4	3
5	0	28	1857	3	4	2	1
5	0	28	1858	3	5	2	1
5	0	28	1859	3	6	4	3
5	0	28	1860	3	7	2	1
5	0	28	1861	3	8	2	1
5	0	28	3160	3	12	0	0
5	0	26	1872	1	2	7	1
5	0	26	1873	1	3	7	1
5	0	26	1874	1	4	7	1
5	0	26	1875	1	5	7	1
5	0	26	1876	1	6	7	1
5	0	26	1877	1	7	7	1
5	0	26	1878	1	8	7	1
5	0	26	1879	1	9	7	1
4	1	28	5716	3	2	4	1
4	0	28	1947	3	1	4	2
4	0	28	1948	3	2	4	2
4	0	28	1949	3	3	4	2
4	0	28	1950	3	4	4	2
4	0	28	1951	3	5	4	2
4	0	28	1952	3	6	4	2
4	0	28	1953	3	7	4	2
4	0	28	1954	3	8	4	2
4	0	28	1955	3	9	4	2
4	0	28	1956	3	1	4	3
4	0	28	1957	3	2	4	3
4	0	28	1958	3	3	4	3
4	0	28	1959	3	4	4	3
4	0	28	1960	3	5	4	3
4	0	28	1961	3	6	4	3
4	0	28	1962	3	7	4	3
4	0	28	1963	3	8	4	3
4	0	28	1964	3	9	4	3
4	0	28	1965	3	1	4	4
4	0	28	1966	3	2	4	4
4	0	28	1967	3	3	4	4
4	0	28	1968	3	4	4	4
4	0	28	1969	3	5	4	4
4	0	28	1970	3	6	4	4
4	0	28	1971	3	7	4	4
4	0	28	1982	3	8	4	4
4	0	28	1972	3	9	4	4
4	0	28	1973	3	1	4	5
4	0	28	1974	3	2	4	5
4	0	28	1975	3	3	4	5
4	0	28	1976	3	4	4	5
4	0	28	1977	3	5	4	5
4	0	28	1978	3	6	4	5
4	0	28	1979	3	7	4	5
4	0	28	1980	3	8	4	5
4	0	28	1981	3	9	4	5
4	0	28	1983	3	1	4	6
4	0	28	1984	3	2	4	6
4	0	28	1985	3	3	4	6
4	0	28	1986	3	4	4	6
4	0	28	1987	3	5	4	6
4	0	28	1988	3	6	4	6
4	0	28	1989	3	7	4	6
4	0	28	1990	3	8	4	6
4	0	28	1991	3	9	4	6
4	0	28	1992	3	1	4	7
4	0	28	1993	3	2	4	7
4	0	28	1994	3	3	4	7
4	0	28	1995	3	4	4	7
4	0	28	1996	3	5	4	7
4	0	28	1997	3	6	4	7
4	0	28	1998	3	7	4	7
4	0	28	1999	3	8	4	7
4	0	28	2000	3	9	4	7
4	0	28	2001	3	1	4	8
4	0	28	2002	3	2	4	8
4	0	28	2003	3	3	4	8
4	0	28	2004	3	4	4	8
4	0	28	2005	3	5	4	8
4	0	28	2006	3	6	4	8
4	0	28	2007	3	7	4	8
4	0	28	2008	3	8	4	8
4	0	28	2009	3	9	4	8
4	0	28	2010	3	1	4	9
4	0	28	2011	3	2	4	9
4	0	28	2012	3	3	4	9
4	0	28	2013	3	4	4	9
4	0	28	2014	3	5	4	9
4	0	28	2015	3	6	4	9
4	0	28	2016	3	7	4	9
4	0	28	2017	3	8	4	9
4	0	28	2018	3	9	4	9
5	0	24	2019	2	2	0	0
5	0	24	2020	2	3	0	0
5	0	24	2021	2	4	0	0
5	0	24	2022	2	5	0	0
5	0	24	2023	2	6	0	0
5	0	24	2024	2	7	0	0
5	0	24	2025	2	8	0	0
5	0	25	2026	1	1	2	2
5	0	25	2027	1	2	2	2
5	0	25	2028	1	3	2	2
5	0	25	2029	1	4	2	2
5	0	25	2030	1	5	2	2
5	0	25	2031	1	6	2	2
5	0	25	2032	1	7	2	2
5	0	25	2033	1	8	2	2
5	0	25	2034	1	9	2	2
5	0	25	2035	1	1	2	3
5	0	25	2036	1	2	2	3
5	0	25	2037	1	3	2	3
5	0	25	2038	1	4	2	3
5	0	25	2039	1	5	2	3
5	0	25	2040	1	6	2	3
5	0	25	2041	1	7	2	3
5	0	25	2042	1	8	2	3
5	0	25	2043	1	9	2	3
5	0	25	2044	1	1	2	4
5	0	25	2045	1	2	2	4
5	0	25	2046	1	3	2	4
5	0	25	2047	1	4	2	4
5	0	25	2048	1	5	2	4
5	0	25	2049	1	6	2	4
5	0	25	2050	1	7	2	4
5	0	25	2051	1	8	2	4
5	0	25	2052	1	9	2	4
5	0	25	2053	1	1	2	5
5	0	25	2054	1	2	2	5
5	0	25	2055	1	3	2	5
5	0	25	2056	1	4	2	5
5	0	25	2057	1	5	2	5
5	0	25	2058	1	6	2	5
5	0	25	2059	1	7	2	5
5	0	25	2060	1	8	2	5
5	0	25	2061	1	9	2	5
5	0	25	2062	1	1	2	6
5	0	25	2063	1	2	2	6
5	0	25	2064	1	3	2	6
5	0	25	2065	1	4	2	6
5	0	25	2066	1	5	2	6
5	0	25	2067	1	6	2	6
5	0	25	2068	1	7	2	6
5	0	25	2069	1	8	2	6
5	0	25	2070	1	9	2	6
5	0	25	2071	1	1	2	7
5	0	25	2072	1	2	2	7
5	0	25	2073	1	3	2	7
5	0	25	2074	1	4	2	7
5	0	25	2075	1	5	2	7
5	0	25	2076	1	6	2	7
5	0	25	2077	1	7	2	7
5	0	25	2078	1	8	2	7
5	0	25	2079	1	9	2	7
5	0	25	2080	1	1	2	8
5	0	25	2081	1	2	2	8
5	0	25	2082	1	3	2	8
5	0	25	2083	1	4	2	8
5	0	25	2084	1	5	2	8
5	0	25	2085	1	6	2	8
5	0	25	2086	1	7	2	8
5	0	25	2087	1	8	2	8
5	0	25	2088	1	9	2	8
4	1	28	5717	3	3	4	1
4	1	28	5718	3	4	4	1
4	1	28	5719	3	5	4	1
4	1	28	5720	3	6	4	1
4	1	28	5721	3	7	4	1
4	1	28	5722	3	8	4	1
13	0	24	2101	18	2	0	0
13	0	24	2102	18	3	0	0
13	0	24	2103	18	4	0	0
13	0	24	2104	18	5	0	0
13	0	24	2105	18	6	0	0
13	0	24	2106	18	7	0	0
13	0	24	2107	18	8	0	0
13	0	24	2108	18	9	0	0
13	0	25	2109	1	1	18	2
13	0	25	2110	1	2	18	2
13	0	25	2111	1	3	18	2
13	0	25	2112	1	4	18	2
13	0	25	2113	1	5	18	2
13	0	25	2114	1	6	18	2
13	0	25	2115	1	7	18	2
13	0	25	2116	1	8	18	2
13	0	25	2117	1	9	18	2
13	0	25	2118	1	1	18	3
13	0	25	2119	1	2	18	3
13	0	25	2120	1	3	18	3
13	0	25	2121	1	4	18	3
13	0	25	2122	1	5	18	3
13	0	25	2126	1	6	18	3
13	0	25	2123	1	7	18	3
13	0	25	2124	1	8	18	3
13	0	25	2125	1	9	18	3
13	0	25	2127	1	1	18	4
13	0	25	2128	1	2	18	4
13	0	25	2129	1	3	18	4
13	0	25	2130	1	4	18	4
13	0	25	2131	1	5	18	4
13	0	25	2132	1	6	18	4
13	0	25	2133	1	7	18	4
13	0	25	2134	1	8	18	4
13	0	25	2135	1	9	18	4
13	0	25	2136	1	1	18	5
13	0	25	2137	1	2	18	5
13	0	25	2138	1	3	18	5
13	0	25	2139	1	4	18	5
13	0	25	2140	1	5	18	5
13	0	25	2141	1	6	18	5
13	0	25	2142	1	7	18	5
13	0	25	2143	1	8	18	5
13	0	25	2144	1	9	18	5
13	0	25	2145	1	1	18	6
13	0	25	2146	1	2	18	6
13	0	25	2147	1	3	18	6
13	0	25	2148	1	4	18	6
13	0	25	2149	1	5	18	6
13	0	25	2150	1	6	18	6
13	0	25	2151	1	7	18	6
13	0	25	2152	1	8	18	6
13	0	25	2153	1	9	18	6
13	0	25	2154	1	1	18	7
13	0	25	2155	1	2	18	7
13	0	25	2156	1	3	18	7
13	0	25	2157	1	4	18	7
13	0	25	2158	1	5	18	7
13	0	25	2159	1	6	18	7
13	0	25	2160	1	7	18	7
13	0	25	2161	1	8	18	7
13	0	25	2162	1	9	18	7
13	0	25	2163	1	1	18	8
13	0	25	2164	1	2	18	8
13	0	25	2165	1	3	18	8
13	0	25	2166	1	4	18	8
13	0	25	2167	1	5	18	8
13	0	25	2168	1	6	18	8
13	0	25	2169	1	7	18	8
13	0	25	2170	1	8	18	8
13	0	25	2171	1	9	18	8
13	0	25	2172	1	1	18	9
13	0	25	2173	1	2	18	9
13	0	25	2180	1	3	18	9
13	0	25	2174	1	4	18	9
13	0	25	2175	1	5	18	9
13	0	25	2176	1	6	18	9
13	0	25	2177	1	7	18	9
13	0	25	2178	1	8	18	9
13	0	25	2179	1	9	18	9
0	0	39	2181	5	11	6	1
13	0	39	2182	5	2	18	2
0	0	39	2183	5	3	6	1
13	0	39	2184	5	4	18	2
13	0	39	2185	5	5	18	2
13	0	39	2186	5	6	18	2
13	0	39	2187	5	7	18	2
13	0	39	2188	5	8	18	2
13	0	39	2189	5	9	18	2
13	0	39	2190	5	3	18	2
13	0	39	2191	5	1	0	1
13	0	28	2196	3	1	18	2
13	0	28	2197	3	2	18	2
13	0	28	2198	3	3	18	2
13	0	28	2199	3	4	18	2
13	0	28	2200	3	5	18	2
13	0	28	2201	3	6	18	2
13	0	28	2202	3	7	18	2
13	0	28	2203	3	8	18	2
4	1	27	2205	10	2	0	1
4	1	27	2206	10	3	4	1
4	1	27	2207	10	4	0	1
4	1	27	2208	10	5	4	1
4	1	27	2209	10	6	4	1
4	1	27	2210	10	7	4	1
4	1	27	2211	10	8	4	1
4	1	27	2212	10	9	4	1
3	1	28	2217	3	1	2	1
3	1	28	2218	3	2	2	1
3	1	28	2219	3	3	2	1
3	1	28	2220	3	4	2	1
3	1	28	2221	3	5	2	1
3	1	28	2222	3	6	2	1
3	1	28	2223	3	7	2	1
3	1	28	2224	3	8	13	1
3	1	28	2225	3	9	13	1
3	1	25	2226	1	1	2	4
3	1	26	2227	0	1	7	3
13	0	28	2233	3	14	0	6
4	0	27	2260	10	1	4	2
4	0	27	2261	10	2	4	2
4	0	27	2262	10	3	4	2
4	0	27	2263	10	4	4	2
4	0	27	2264	10	5	4	2
4	0	27	2265	10	6	4	2
4	0	27	2266	10	7	4	2
4	0	27	2267	10	8	4	2
4	0	27	2268	10	9	4	2
4	0	27	2269	10	1	4	3
4	0	27	2270	10	2	4	3
4	0	27	2271	10	3	4	3
4	0	27	2272	10	4	4	3
4	0	27	2273	10	5	4	3
4	0	27	2274	10	6	4	3
4	0	27	2275	10	7	4	3
4	0	27	2276	10	8	4	3
4	0	27	2277	10	9	4	3
4	0	27	2278	10	1	4	4
4	0	27	2279	10	2	4	4
4	0	27	2280	10	3	4	4
4	0	27	2281	10	4	4	4
4	0	27	2282	10	5	4	4
4	0	27	2283	10	6	4	4
4	0	27	2284	10	7	4	4
4	0	27	2285	10	8	4	4
4	0	27	2286	10	9	4	4
4	0	27	2287	10	1	4	5
4	0	27	2288	10	2	4	5
4	0	27	2289	10	3	4	5
4	0	27	2290	10	4	4	5
4	0	27	2291	10	5	4	5
4	0	27	2292	10	6	4	5
4	0	27	2293	10	7	4	5
4	0	27	2294	10	8	4	5
4	0	27	2295	10	9	4	5
4	0	27	2296	10	1	4	6
4	0	27	2297	10	2	4	6
4	0	27	2298	10	3	4	6
4	0	27	2299	10	4	4	6
4	0	27	2300	10	5	4	6
4	0	27	2301	10	6	4	6
4	0	27	2302	10	7	4	6
4	0	27	2303	10	8	4	6
4	0	27	2304	10	9	4	6
4	0	27	2305	10	1	4	7
4	0	27	2306	10	2	4	7
4	0	27	2307	10	3	4	7
4	0	27	2308	10	4	4	7
4	0	27	2309	10	5	4	7
4	0	27	2310	10	6	4	7
4	0	27	2311	10	7	4	7
4	0	27	2312	10	8	4	7
4	0	27	2313	10	9	4	7
4	0	27	2314	10	1	4	8
4	0	27	2315	10	2	4	8
4	0	27	2316	10	3	4	8
4	0	27	2317	10	4	4	8
4	0	27	2318	10	5	4	8
4	0	27	2319	10	6	4	8
4	0	27	2320	10	7	4	8
4	0	27	2321	10	8	4	8
4	0	27	2322	10	9	4	8
4	0	27	2323	10	1	4	9
4	0	27	2324	10	2	4	9
4	0	27	2325	10	3	4	9
4	0	27	2326	10	4	4	9
4	0	27	2327	10	5	4	9
4	0	27	2328	10	6	4	9
4	0	27	2329	10	7	4	9
4	0	27	2330	10	8	4	9
4	0	27	2331	10	9	4	9
4	1	25	2357	1	3	2	1
4	1	25	2358	1	4	2	1
4	1	25	2359	1	5	2	1
4	1	25	2360	1	6	2	1
4	1	26	2361	7	1	1	2
4	1	26	2362	7	1	1	3
4	1	26	2363	7	1	1	4
4	1	26	2364	7	1	1	5
4	1	26	2365	7	1	1	6
1	1	25	2372	22	7	2	1
1	1	26	2385	0	0	7	1
12	0	28	2401	3	1	14	1
12	0	28	2402	3	2	14	1
12	0	28	2403	3	3	14	1
12	0	28	2404	3	4	14	1
12	0	28	2405	3	5	14	1
12	0	28	2406	3	6	14	1
12	0	28	2407	3	7	14	1
12	0	28	2408	3	8	14	1
12	0	28	2409	3	9	14	1
12	0	39	2410	17	1	2	1
12	0	26	639	14	1	1	1
3	1	25	2412	1	2	2	4
3	1	25	2413	1	3	2	4
3	1	25	2414	1	4	2	4
3	1	25	2415	1	5	2	4
3	1	25	2416	1	6	2	4
3	1	25	2417	1	7	2	4
3	1	25	2418	1	8	2	4
3	1	25	2419	1	9	2	4
0	1	25	2420	1	1	2	2
3	1	24	2421	2	2	0	1
3	1	24	2423	2	1	0	1
3	1	24	2424	2	3	0	1
3	1	24	2425	2	5	0	1
3	1	24	2426	2	6	0	1
3	1	24	2427	2	7	0	1
3	1	25	2420	1	1	2	2
3	1	25	2428	1	2	2	2
3	1	25	2429	1	3	2	2
3	1	25	2430	1	4	2	2
3	1	25	2431	1	5	2	2
3	1	25	2432	1	6	2	2
3	1	25	2433	1	7	2	2
3	1	25	2434	1	8	2	2
3	1	25	2435	1	9	2	2
3	1	25	2436	1	1	2	8
3	1	24	2422	2	8	0	1
3	1	25	2445	1	1	2	1
3	1	25	2446	1	2	2	1
3	1	25	2447	1	3	2	1
3	1	25	2448	1	4	2	1
3	1	25	2449	1	5	2	1
3	1	25	2450	1	6	2	1
3	1	25	2451	1	7	2	1
3	1	25	2452	1	8	2	1
3	1	25	2453	1	9	2	1
3	1	25	2454	1	1	2	3
3	1	25	2455	1	2	2	3
3	1	25	2456	1	3	2	3
3	1	25	2457	1	4	2	3
3	1	25	2458	1	5	2	3
3	1	25	2459	1	6	2	3
3	1	25	2460	1	7	2	3
3	1	25	2461	1	8	2	3
3	1	25	2462	1	9	2	3
3	1	25	2463	1	1	2	5
3	1	25	2464	1	2	2	5
3	1	25	2465	1	3	2	5
3	1	25	2466	1	4	2	5
3	1	25	2467	1	5	2	5
3	1	25	2468	1	6	2	5
3	1	25	2469	1	7	2	5
3	1	25	2470	1	8	2	5
3	1	25	2471	1	9	2	5
3	1	25	2472	1	1	2	6
3	1	25	2473	1	2	2	6
3	1	25	2474	1	3	2	6
3	1	25	2475	1	4	2	6
3	1	25	2476	1	5	2	6
3	1	25	2477	1	6	2	6
3	1	25	2478	1	7	2	6
3	1	25	2479	1	8	2	6
3	1	25	2480	1	9	2	6
3	1	25	2481	1	1	2	7
3	1	25	2482	1	2	2	7
3	1	25	2483	1	3	2	7
3	1	25	2484	1	4	2	7
3	1	25	2485	1	5	2	7
3	1	25	2486	1	6	2	7
3	1	25	2487	1	7	2	7
3	1	25	2488	1	8	2	7
3	1	25	2489	1	9	2	7
3	1	25	2437	1	2	2	8
3	1	25	2438	1	3	2	8
3	1	25	2439	1	4	2	8
3	1	25	2440	1	5	2	8
3	1	25	2441	1	6	2	8
3	1	25	2442	1	7	2	8
3	1	25	2443	1	8	2	8
3	1	25	2444	1	9	2	8
1	1	25	2373	22	7	2	7
1	1	25	2374	22	7	2	2
1	1	25	2376	22	7	2	4
1	1	25	2377	22	7	2	5
1	1	25	2378	22	7	2	6
4	1	26	2490	7	2	1	1
4	1	26	2491	7	2	1	2
4	1	26	2492	7	2	1	3
4	1	26	2493	7	2	1	4
4	1	26	2494	7	2	1	5
4	1	26	2495	7	2	1	6
5	0	28	2496	3	1	4	5
5	0	28	2498	3	2	4	5
5	0	28	2497	3	3	4	5
5	0	28	2499	3	6	4	5
5	0	28	2500	3	1	4	6
5	0	28	2501	3	2	4	6
5	0	28	2502	3	3	4	6
5	0	28	2503	3	6	4	6
5	0	28	2504	3	1	4	7
5	0	28	2505	3	2	4	7
5	0	28	2506	3	3	4	7
5	0	28	2507	3	6	4	7
5	0	28	2508	3	1	4	1
5	0	28	2509	3	2	4	1
5	0	28	2510	3	3	4	1
5	0	28	2511	3	6	4	1
5	0	28	2512	3	4	2	2
5	0	28	2513	3	5	2	2
5	0	28	2514	3	7	2	2
5	0	28	2515	3	8	2	2
5	0	28	2516	3	4	2	3
5	0	28	2517	3	5	2	3
5	0	28	2518	3	7	2	3
5	0	28	2519	3	8	2	3
5	0	28	2520	3	4	2	4
5	0	28	2521	3	5	2	4
5	0	28	2522	3	7	2	4
5	0	28	2523	3	8	2	4
5	0	28	2524	3	4	2	5
5	0	28	2525	3	5	2	5
5	0	28	2527	3	7	2	5
5	0	28	2526	3	8	2	5
5	0	28	2528	3	4	2	6
5	0	28	2529	3	5	2	6
5	0	28	2530	3	7	2	6
5	0	28	2531	3	8	2	6
5	0	28	2532	3	4	2	7
5	0	28	2533	3	5	2	7
5	0	28	2534	3	7	2	7
5	0	28	2535	3	8	2	7
5	0	28	2537	3	5	2	8
5	0	28	2538	3	7	2	8
5	0	28	2539	3	8	2	8
5	0	28	2536	3	4	2	8
5	0	28	2540	3	1	4	2
5	0	28	2541	3	2	4	2
5	0	28	2542	3	3	4	2
5	0	28	2543	3	6	4	2
5	0	28	2544	3	1	4	8
5	0	28	2545	3	2	4	8
5	0	28	2546	3	3	4	8
5	0	28	2547	3	6	4	8
5	0	28	2548	3	1	4	4
5	0	28	2549	3	2	4	4
5	0	28	2550	3	3	4	4
5	0	28	2551	3	6	4	4
12	0	25	2562	1	2	2	1
12	0	25	2563	1	3	2	1
12	0	25	2564	1	4	2	1
12	0	25	2565	1	5	2	1
12	0	25	2566	1	6	2	1
12	0	25	2567	1	7	2	1
12	0	25	2568	1	8	2	1
12	0	25	2569	1	9	2	1
5	0	25	3171	1	10	0	1
16	0	24	2600	2	1	0	0
0	0	25	5206	1	7	2	12
16	0	28	2602	3	13	7	1
16	0	26	2603	7	1	1	8
16	0	26	2604	7	1	1	1
16	0	25	5129	1	4	2	1
1	1	25	3171	1	12	0	1
3	0	25	3171	1	10	0	1
0	0	39	2552	5	10	0	1
0	0	24	2623	2	100	0	0
0	0	25	0	1	100	2	100
0	0	29	2624	17	100	2	100
0	0	39	2624	17	100	2	100
16	1	24	2641	2	1	0	0
16	1	25	2644	1	1	2	1
16	1	28	4986	3	6	4	1
16	1	26	2643	7	1	1	1
5	1	24	2645	2	1	0	0
5	1	27	2646	12	1	0	0
12	0	24	2882	2	2	0	0
12	0	24	2883	2	3	0	0
12	0	24	2884	2	4	0	0
12	0	24	2885	2	5	0	0
12	0	24	2886	2	6	0	0
12	0	24	2887	2	7	0	0
12	0	24	2888	2	8	0	0
12	0	25	2819	1	1	2	2
12	0	25	2821	1	2	2	2
12	0	25	2820	1	3	2	2
12	0	25	2822	1	4	2	2
12	0	25	2823	1	5	2	2
12	0	25	2824	1	6	2	2
12	0	25	2825	1	7	2	2
12	0	25	2826	1	8	2	2
12	0	25	2827	1	9	2	2
12	0	25	2828	1	1	2	3
12	0	25	2829	1	2	2	3
12	0	25	2830	1	3	2	3
12	0	25	2831	1	4	2	3
12	0	25	2832	1	5	2	3
12	0	25	2833	1	6	2	3
12	0	25	2834	1	7	2	3
12	0	25	2835	1	8	2	3
12	0	25	2836	1	9	2	3
12	0	25	2837	1	1	2	4
12	0	25	2838	1	2	2	4
12	0	25	2839	1	3	2	4
12	0	25	2840	1	4	2	4
12	0	25	2841	1	5	2	4
12	0	25	2842	1	6	2	4
12	0	25	2843	1	7	2	4
12	0	25	2844	1	8	2	4
12	0	25	2845	1	9	2	4
12	0	25	2846	1	1	2	5
12	0	25	2847	1	2	2	5
12	0	25	2848	1	3	2	5
12	0	25	2849	1	4	2	5
12	0	25	2850	1	5	2	5
12	0	25	2851	1	6	2	5
12	0	25	2852	1	7	2	5
12	0	25	2853	1	8	2	5
12	0	25	2854	1	9	2	5
12	0	25	2855	1	1	2	6
12	0	25	2856	1	2	2	6
12	0	25	2857	1	3	2	6
12	0	25	2858	1	4	2	6
12	0	25	2859	1	5	2	6
12	0	25	2860	1	6	2	6
12	0	25	2861	1	7	2	6
12	0	25	2862	1	8	2	6
12	0	25	2863	1	9	2	6
12	0	25	2864	1	1	2	7
12	0	25	2865	1	2	2	7
12	0	25	2866	1	3	2	7
12	0	25	2867	1	4	2	7
12	0	25	2868	1	5	2	7
12	0	25	2869	1	6	2	7
12	0	25	2870	1	7	2	7
12	0	25	2871	1	8	2	7
12	0	25	2872	1	9	2	7
12	0	25	2873	1	1	2	8
12	0	25	2874	1	2	2	8
12	0	25	2875	1	3	2	8
12	0	25	2876	1	4	2	8
12	0	25	2877	1	5	2	8
12	0	25	2878	1	6	2	8
12	0	25	2879	1	7	2	8
12	0	25	2880	1	8	2	8
12	0	25	2881	1	9	2	8
12	0	26	2731	14	1	1	2
12	0	26	2732	14	1	1	3
12	0	26	2733	14	1	1	4
12	0	26	2734	14	1	1	5
12	0	26	2735	14	1	1	6
12	0	26	2736	14	1	1	7
12	0	26	2737	14	1	1	8
12	0	26	2738	14	1	1	9
12	0	26	2411	14	2	1	1
12	0	26	2739	14	2	1	2
12	0	26	2740	14	2	1	3
12	0	26	2741	14	2	1	4
12	0	26	2742	14	2	1	5
12	0	26	2743	14	2	1	6
12	0	26	2744	14	2	1	7
12	0	26	2745	14	2	1	8
12	0	26	2746	14	2	1	9
12	0	26	2747	14	3	1	1
12	0	26	2748	14	3	1	2
12	0	26	2749	14	3	1	3
12	0	26	2750	14	3	1	4
12	0	26	2751	14	3	1	5
12	0	26	2752	14	3	1	6
12	0	26	2753	14	3	1	7
12	0	26	2754	14	3	1	8
12	0	26	2755	14	3	1	9
12	0	26	2756	14	4	1	1
12	0	26	2757	14	4	1	2
12	0	26	2758	14	4	1	3
12	0	26	2759	14	4	1	4
12	0	26	2760	14	4	1	5
12	0	26	2761	14	4	1	6
12	0	26	2762	14	4	1	7
12	0	26	2763	14	4	1	8
12	0	26	2764	14	4	1	9
12	0	26	2765	14	5	1	1
12	0	26	2766	14	5	1	2
12	0	26	2767	14	5	1	3
12	0	26	2768	14	5	1	4
12	0	26	2769	14	5	1	5
12	0	26	2770	14	5	1	6
12	0	26	2771	14	5	1	7
12	0	26	2772	14	5	1	8
12	0	26	2773	14	5	1	9
12	0	26	2774	14	6	1	1
12	0	26	2775	14	6	1	2
12	0	26	2776	14	6	1	3
12	0	26	2777	14	6	1	4
12	0	26	2778	14	6	1	5
12	0	26	2779	14	6	1	6
12	0	26	2780	14	6	1	7
12	0	26	2781	14	6	1	8
12	0	26	2782	14	6	1	9
12	0	26	2783	14	7	1	1
12	0	26	2784	14	7	1	2
12	0	26	2785	14	7	1	3
12	0	26	2786	14	7	1	4
12	0	26	2787	14	7	1	5
12	0	26	2788	14	7	1	6
12	0	26	2789	14	7	1	7
12	0	26	2790	14	7	1	8
12	0	26	2791	14	7	1	9
12	0	26	2792	14	8	1	1
12	0	26	2793	14	8	1	2
12	0	26	2794	14	8	1	3
12	0	26	2795	14	8	1	4
12	0	26	2796	14	8	1	5
12	0	26	2797	14	8	1	6
12	0	26	2798	14	8	1	7
12	0	26	2799	14	8	1	8
