creatureId	spell4Id	label
25706	54914	empirius
25708	55120	sarabella
25708	48602	sarabella
25708	54363	sarabella
25709	48668	ignacio
25709	48670	ignacio
25709	48680	ignacio
25709	48683	ignacio
25709	48677	ignacio
25709	48669	ignacio
25719	53286	adora
25720	35930	doctor mendwell
25720	36446	doctor mendwell
25721	43918	greenshoots
25721	48938	greenshoots
25721	49142	greenshoots
25721	48810	greenshoots
25721	48814	greenshoots
25721	49060	greenshoots
25721	48812	greenshoots
25722	51591	syke
25722	48788	syke
25722	54914	syke
25722	52084	syke
25729	55547	mekka
25731	48602	masterson
25731	54363	masterson
25731	55120	masterson
25732	48668	ardent
25732	48683	ardent
25732	48677	ardent
25732	48670	ardent
25732	48680	ardent
25732	48669	ardent
25736	52151	dominion scientist
25736	55763	dominion scientist
25736	66020	dominion scientist
25736	48616	dominion scientist
25736	50080	dominion scientist
25736	44267	dominion scientist
25738	52010	dominion researcher
25738	55762	dominion researcher
25738	51828	dominion researcher
25738	44267	dominion researcher
25746	43507	plagued fields hunter
25746	46040	plagued fields hunter
25746	45302	plagued fields hunter
25746	55289	plagued fields hunter
25746	42362	plagued fields hunter
25753	31117	hycrest counselor
25754	31117	hycrest counselor
25755	31117	hycrest counselor
25756	31117	hycrest counselor
25762	53343	dominion soldier
25762	53342	dominion soldier
25762	57843	dominion soldier
25762	49350	dominion soldier
25762	43759	dominion soldier
25762	51346	dominion soldier
25762	65744	dominion soldier
25762	57664	dominion soldier
25762	52448	dominion soldier
25762	51828	dominion soldier
25762	52010	dominion soldier
25762	52742	dominion soldier
25762	53345	dominion soldier
25762	52551	dominion soldier
25766	31117	hycrest counselor
25777	58478	spotlight
25782	19127	rhok
25782	9743	rhok
25782	16931	rhok
25782	30626	rhok
25783	65709	rex
25783	65711	rex
25783	66239	rex
25783	66057	rex
25784	44263	hycrest guard
25784	44262	hycrest guard
25785	62589	hycrest militia
25785	61315	hycrest militia
25785	60565	hycrest militia
25786	62589	hycrest militia
25786	61315	hycrest militia
25786	60565	hycrest militia
25804	62528	megatech battlebot
25804	58478	megatech battlebot
25805	60568	megatech trooper
25805	61315	megatech trooper
25805	55434	megatech trooper
25806	55426	megatech scientist
25806	53384	megatech scientist
25806	53383	megatech scientist
25887	45294	maimbot r4
25887	48306	maimbot r4
25887	31547	maimbot r4
25890	45294	maimbot r4
25890	48306	maimbot r4
25890	31547	maimbot r4
25936	62528	megatech battlebot
25936	58478	megatech battlebot
25976	53343	dominion soldier
25976	53342	dominion soldier
25976	57843	dominion soldier
25976	49350	dominion soldier
25976	43759	dominion soldier
25976	51346	dominion soldier
25976	65744	dominion soldier
25976	57664	dominion soldier
25976	52448	dominion soldier
25976	51828	dominion soldier
25976	52010	dominion soldier
25976	52742	dominion soldier
25976	53345	dominion soldier
25976	52551	dominion soldier
25979	7031	saltwater snoglug
25979	55329	saltwater snoglug
25979	25763	saltwater snoglug
25986	65795	eldan security construct
25986	52348	eldan security construct
25986	66170	eldan security construct
25986	66144	eldan security construct
25986	55845	eldan security construct
25988	35474	eldan protector
25988	46806	eldan protector
25988	39430	eldan protector
25988	46006	eldan protector
25988	46405	eldan protector
25988	55298	eldan protector
25989	47389	eldan augmentor
25989	44739	eldan augmentor
25989	45833	eldan augmentor
25989	48563	eldan augmentor
25989	44448	eldan augmentor
25989	42445	eldan augmentor
25990	58566	exile trooper
25990	58567	exile trooper
25990	69165	exile trooper
25990	57843	exile trooper
25990	57872	exile trooper
25990	57851	exile trooper
25990	53384	exile trooper
25990	55434	exile trooper
25991	52010	exile gunner
25991	55763	exile gunner
25991	51828	exile gunner
25991	53377	exile gunner
25991	65795	exile gunner
25992	58548	exile warbot
25992	46806	exile warbot
25992	46392	exile warbot
25992	58549	exile warbot
25992	58547	exile warbot
25992	53868	exile warbot
25992	58550	exile warbot
25992	46670	exile warbot
25992	46278	exile warbot
25992	45294	exile warbot
25992	50280	exile warbot
25992	46111	exile warbot
25992	52989	exile warbot
25993	53348	exile turret
25993	52772	exile turret
25993	52777	exile turret
25993	52853	exile turret
25993	52775	exile turret
25994	65795	modified x426 probe
25994	66170	modified x426 probe
25994	56296	modified x426 probe
25994	50080	modified x426 probe
25995	65795	malfunctioning x426 probe
25995	56299	malfunctioning x426 probe
25996	6432	omnivapor steamglider
25996	69815	omnivapor steamglider
25996	6433	omnivapor steamglider
25996	69660	omnivapor steamglider
25996	69756	omnivapor steamglider
25996	69693	omnivapor steamglider
25997	48563	reprogrammed augmentor
25997	45833	reprogrammed augmentor
25997	53370	reprogrammed augmentor
25997	45793	reprogrammed augmentor
25997	44739	reprogrammed augmentor
25997	44468	reprogrammed augmentor
25997	50080	reprogrammed augmentor
25998	57365	soulcore vindicator
25998	16769	soulcore vindicator
25998	32192	soulcore vindicator
25998	47033	soulcore vindicator
25998	46797	soulcore vindicator
25998	16055	soulcore vindicator
25999	32177	soulcore evocator
25999	39675	soulcore evocator
25999	48381	soulcore evocator
25999	30030	soulcore evocator
26000	54916	sabotaged fishbot
26000	42052	sabotaged fishbot
26000	11244	sabotaged fishbot
26000	4699	sabotaged fishbot
26001	66275	soulcore disciple
26001	61315	soulcore disciple
26001	66279	soulcore disciple
26001	63270	soulcore disciple
26001	60595	soulcore disciple
26002	56425	soulcore zealot
26002	53384	soulcore zealot
26002	58566	soulcore zealot
26002	55044	soulcore zealot
26002	54742	soulcore zealot
26002	63270	soulcore zealot
26004	61315	purifier clochron
26004	60566	purifier clochron
26004	50295	purifier clochron
26004	50103	purifier clochron
26004	50007	purifier clochron
26004	51329	purifier clochron
26005	61315	harbringer sveltla
26005	65716	harbringer sveltla
26005	66354	harbringer sveltla
26005	66353	harbringer sveltla
26006	21712	roving dawngrazer
26006	53505	roving dawngrazer
26006	18109	roving dawngrazer
26006	30503	roving dawngrazer
26019	6432	nimble steamglider
26019	6433	nimble steamglider
26019	69660	nimble steamglider
26019	69753	nimble steamglider
26019	69756	nimble steamglider
26021	56298	scout drone
26021	65795	scout drone
26021	55847	scout drone
26026	55282	malverine stalker
26026	48531	malverine stalker
26026	44200	malverine stalker
26034	51828	silverscale cortech
26034	52010	silverscale cortech
26034	55763	silverscale cortech
26036	48924	silverscale aquabionicist
26036	55119	silverscale aquabionicist
26036	65795	silverscale aquabionicist
26036	47669	silverscale aquabionicist
26036	55372	silverscale aquabionicist
26037	53384	prime gillsting
26037	53383	prime gillsting
26037	54327	prime gillsting
26037	54675	prime gillsting
26037	54241	prime gillsting
26037	54299	prime gillsting
26038	66354	silverscale spinelancer
26038	61315	silverscale spinelancer
26038	65716	silverscale spinelancer
26038	66353	silverscale spinelancer
26039	57288	silverscale hydrocrawler
26039	57287	silverscale hydrocrawler
26039	55372	silverscale hydrocrawler
26039	26512	silverscale hydrocrawler
26039	26161	silverscale hydrocrawler
26040	42208	silverscale behemoth
26040	62619	silverscale behemoth
26040	60637	silverscale behemoth
26040	49915	silverscale behemoth
26040	42444	silverscale behemoth
26040	71966	silverscale behemoth
26040	71903	silverscale behemoth
26040	61315	silverscale behemoth
26040	60596	silverscale behemoth
26040	71919	silverscale behemoth
26041	42444	silverscale leviathan
26041	35403	silverscale leviathan
26041	53343	silverscale leviathan
26041	53342	silverscale leviathan
26041	71429	silverscale leviathan
26041	71293	silverscale leviathan
26041	51346	silverscale leviathan
26041	65744	silverscale leviathan
26042	41648	silverscale dreadnaught
26042	42383	silverscale dreadnaught
26042	41827	silverscale dreadnaught
26042	72737	silverscale dreadnaught
26042	42063	silverscale dreadnaught
26042	72748	silverscale dreadnaught
26042	41647	silverscale dreadnaught
26043	52720	shortclaw raptor
26043	65709	shortclaw raptor
26043	65753	shortclaw raptor
26043	52717	shortclaw raptor
26043	52719	shortclaw raptor
26043	54189	shortclaw raptor
26044	58671	silverscale taskmaster
26044	58669	silverscale taskmaster
26044	58673	silverscale taskmaster
26044	33434	silverscale taskmaster
26044	58670	silverscale taskmaster
26045	7460	silversnow medusa
26045	7459	silversnow medusa
26045	30820	silversnow medusa
26045	35041	silversnow medusa
26046	12559	samu-samu minion
26046	31609	samu-samu minion
26046	31613	samu-samu minion
26046	31620	samu-samu minion
26046	31610	samu-samu minion
26046	31641	samu-samu minion
26046	31625	samu-samu minion
26046	26520	samu-samu minion
26047	36847	skeech brawler
26047	65744	skeech brawler
26049	55840	skeech shaman
26049	65849	skeech shaman
26057	34262	fieldclaw scrapper
26057	33249	fieldclaw scrapper
26057	32422	fieldclaw scrapper
26057	35556	fieldclaw scrapper
26057	33250	fieldclaw scrapper
26073	43366	plumclaw prowler
26073	41717	plumclaw prowler
26073	42383	plumclaw prowler
26073	32774	plumclaw prowler
26073	46895	plumclaw prowler
26073	46459	plumclaw prowler
26076	43366	plumclaw howler
26076	44200	plumclaw howler
26076	32774	plumclaw howler
26076	46933	plumclaw howler
26080	43366	plumclaw ripper
26080	43328	plumclaw ripper
26080	48086	plumclaw ripper
26080	41717	plumclaw ripper
26080	48147	plumclaw ripper
26080	32774	plumclaw ripper
26080	47858	plumclaw ripper
26080	46895	plumclaw ripper
26081	53384	kevo
26081	53383	kevo
26081	54241	kevo
26081	54675	kevo
26081	54299	kevo
26081	54327	kevo
26082	44200	plumclaw screecher
26082	43366	plumclaw screecher
26082	32774	plumclaw screecher
26082	46933	plumclaw screecher
26083	42383	plumclaw gasher
26083	32774	plumclaw gasher
26083	43366	plumclaw gasher
26083	41717	plumclaw gasher
26083	46895	plumclaw gasher
26086	57843	doomtide thunder-stalker
26086	61315	doomtide thunder-stalker
26086	60599	doomtide thunder-stalker
26086	58535	doomtide thunder-stalker
26086	63233	doomtide thunder-stalker
26086	75599	doomtide thunder-stalker
26086	69165	doomtide thunder-stalker
26086	75357	doomtide thunder-stalker
26086	76468	doomtide thunder-stalker
26086	75624	doomtide thunder-stalker
26087	31380	grimvoid enforcer
26087	31699	grimvoid enforcer
26087	32921	grimvoid enforcer
26087	46579	grimvoid enforcer
26087	46706	grimvoid enforcer
26087	32177	grimvoid enforcer
26088	53382	doomtide storm-striker
26088	56986	doomtide storm-striker
26088	56683	doomtide storm-striker
26088	65849	doomtide storm-striker
26088	55531	doomtide storm-striker
26088	58566	doomtide storm-striker
26088	57843	doomtide storm-striker
26088	58567	doomtide storm-striker
26088	55371	doomtide storm-striker
26089	53384	kevo
26089	53383	kevo
26089	54241	kevo
26089	54675	kevo
26089	54299	kevo
26089	54327	kevo
26090	53348	grimvoid gunner
26090	56503	grimvoid gunner
26090	54857	grimvoid gunner
26090	65795	grimvoid gunner
26090	50080	grimvoid gunner
26091	53382	doomtide arcanist
26091	56536	doomtide arcanist
26091	56537	doomtide arcanist
26092	60569	grimvoid knave
26092	49792	grimvoid knave
26092	61315	grimvoid knave
26092	49928	grimvoid knave
26093	52010	grimvoid boomer
26093	54128	grimvoid boomer
26093	52151	grimvoid boomer
26093	55761	grimvoid boomer
26094	52742	grimvoid lookout
26094	51828	grimvoid lookout
26094	51899	grimvoid lookout
26094	52010	grimvoid lookout
26095	44739	soulcore interrogator
26095	53370	soulcore interrogator
26095	45833	soulcore interrogator
26095	48563	soulcore interrogator
26095	44448	soulcore interrogator
26096	42083	grimvoid pirate
26096	42111	grimvoid pirate
26096	65744	grimvoid pirate
26096	41619	grimvoid pirate
26097	55371	doomtide hail-striker
26097	53382	doomtide hail-striker
26097	55402	doomtide hail-striker
26097	55401	doomtide hail-striker
26097	55421	doomtide hail-striker
26098	19085	bloodhorn stomper
26098	9743	bloodhorn stomper
26098	30623	bloodhorn stomper
26098	2340	bloodhorn stomper
26098	55151	bloodhorn stomper
26098	32574	bloodhorn stomper
26099	2340	razorhorn
26099	30623	razorhorn
26099	9743	razorhorn
26099	19085	razorhorn
26099	32574	razorhorn
26099	55151	razorhorn
26100	25871	ripjaw thrasher
26100	26512	ripjaw thrasher
26100	54601	ripjaw thrasher
26100	32493	ripjaw thrasher
26100	54600	ripjaw thrasher
26100	54602	ripjaw thrasher
26101	18109	dusktail hart
26101	21713	dusktail hart
26101	53508	dusktail hart
26101	53505	dusktail hart
26101	30503	dusktail hart
26102	53416	rusthoof bull
26102	53436	rusthoof bull
26102	22670	rusthoof bull
26102	30510	rusthoof bull
26102	21704	rusthoof bull
26102	32886	rusthoof bull
26103	14025	goldfang stalker
26103	27974	goldfang stalker
26103	35192	goldfang stalker
26103	26162	goldfang stalker
26103	12425	goldfang stalker
26103	27991	goldfang stalker
26104	53354	doomtide rain-hoarder
26104	53343	doomtide rain-hoarder
26104	53344	doomtide rain-hoarder
26104	57843	doomtide rain-hoarder
26104	52091	doomtide rain-hoarder
26104	55371	doomtide rain-hoarder
26104	75599	doomtide rain-hoarder
26104	75357	doomtide rain-hoarder
26104	55401	doomtide rain-hoarder
26122	65849	doomtide disciple
26122	47175	doomtide disciple
26122	48895	doomtide disciple
26122	56986	doomtide disciple
26122	56990	doomtide disciple
26124	65795	lord venator
26124	47669	lord venator
26124	48918	lord venator
26124	44739	lord venator
26124	56911	lord venator
26124	56020	lord venator
26126	50103	purifier landes
26126	60566	purifier landes
26126	61315	purifier landes
26126	51329	purifier landes
26126	50295	purifier landes
26126	50007	purifier landes
26132	62668	power core
26147	61393	witchwake cutter
26147	60562	witchwake cutter
26147	61426	witchwake cutter
26147	61392	witchwake cutter
26147	61315	witchwake cutter
26148	53429	witchwake finder
26148	53382	witchwake finder
26148	56073	witchwake finder
26148	56074	witchwake finder
26150	53382	witchwake necromancer
26150	56073	witchwake necromancer
26150	56078	witchwake necromancer
26150	54577	witchwake necromancer
26150	56074	witchwake necromancer
26154	44770	honeyhive sentinel
26154	44714	honeyhive sentinel
26154	44650	honeyhive sentinel
26154	36049	honeyhive sentinel
26155	32966	honeyhive guardian
26155	36021	honeyhive guardian
26155	32965	honeyhive guardian
26155	37322	honeyhive guardian
26159	43947	newly risen draken
26159	52454	newly risen draken
26159	53429	newly risen draken
26159	65744	newly risen draken
26159	43946	newly risen draken
26159	41619	newly risen draken
26160	49928	risen draken huntress
26160	61426	risen draken huntress
26160	49792	risen draken huntress
26160	49879	risen draken huntress
26160	61315	risen draken huntress
26160	60568	risen draken huntress
26174	47168	boneclaw buzzard
26174	26162	boneclaw buzzard
26174	28016	boneclaw buzzard
26174	57768	boneclaw buzzard
26174	57765	boneclaw buzzard
26174	20196	boneclaw buzzard
26174	28704	boneclaw buzzard
26175	53505	hivestrike grazer
26175	18109	hivestrike grazer
26175	21712	hivestrike grazer
26175	30503	hivestrike grazer
26182	54753	witchwake risen
26182	61426	witchwake risen
26182	58567	witchwake risen
26182	58566	witchwake risen
26182	61392	witchwake risen
26182	61393	witchwake risen
26186	37322	hivestrike grove drone
26186	32965	hivestrike grove drone
26186	32966	hivestrike grove drone
26186	36021	hivestrike grove drone
26187	66987	calmwater rain-warrior
26187	65994	calmwater rain-warrior
26187	65998	calmwater rain-warrior
26187	75599	calmwater rain-warrior
26187	69165	calmwater rain-warrior
26187	75624	calmwater rain-warrior
26187	75357	calmwater rain-warrior
26189	26385	biting boulder
26189	26161	biting boulder
26189	57287	biting boulder
26189	57288	biting boulder
26190	40781	metal maw prime
26190	69615	metal maw prime
26190	62906	metal maw prime
26190	32244	metal maw prime
26190	77889	metal maw prime
26190	66458	metal maw prime
26190	66604	metal maw prime
26190	66606	metal maw prime
26190	63270	metal maw prime
26193	38773	skeledroid defiler
26193	65744	skeledroid defiler
26193	52740	skeledroid defiler
26193	52658	skeledroid defiler
26193	52789	skeledroid defiler
26194	44448	a37 augmentor
26194	44739	a37 augmentor
26194	48563	a37 augmentor
26194	45833	a37 augmentor
26194	47389	a37 augmentor
26194	42445	a37 augmentor
26197	52658	skeledroid ambusher
26197	38773	skeledroid ambusher
26197	52789	skeledroid ambusher
26197	65744	skeledroid ambusher
26197	52740	skeledroid ambusher
26201	45770	skeledroid ravager
26201	32768	skeledroid ravager
26201	34262	skeledroid ravager
26201	32735	skeledroid ravager
26201	45745	skeledroid ravager
26202	52658	skeledroid scrapper
26202	36849	skeledroid scrapper
26202	65744	skeledroid scrapper
26202	52740	skeledroid scrapper
26244	53384	kevo
26244	53383	kevo
26244	54241	kevo
26244	54675	kevo
26244	54299	kevo
26244	54327	kevo
26252	39867	cuboar mutation
26252	32735	cuboar mutation
26252	32379	cuboar mutation
26252	32612	cuboar mutation
26285	37322	honeyhive drone
26285	32965	honeyhive drone
26285	36021	honeyhive drone
26285	32966	honeyhive drone
26304	25930	rockhorde savager
26304	25929	rockhorde savager
26304	55313	rockhorde savager
26307	34262	stoneback the troglodyte
26307	45289	stoneback the troglodyte
26307	32734	stoneback the troglodyte
26307	32735	stoneback the troglodyte
26326	52658	skeledroid scrapper
26326	36849	skeledroid scrapper
26326	65744	skeledroid scrapper
26326	52740	skeledroid scrapper
26327	45770	skeledroid ravager
26327	32768	skeledroid ravager
26327	34262	skeledroid ravager
26327	32735	skeledroid ravager
26327	45745	skeledroid ravager
26331	38233	drowning protostar
26340	57287	silverscale prober
26340	26161	silverscale prober
26340	57288	silverscale prober
26340	26385	silverscale prober
26352	54600	slackjaw
26352	32493	slackjaw
26352	54602	slackjaw
26352	54601	slackjaw
26352	25871	slackjaw
26352	26512	slackjaw
26374	32389	hivestrike protector
26374	53387	hivestrike protector
26374	32388	hivestrike protector
26392	42444	silverscale leviathan
26392	35403	silverscale leviathan
26392	53343	silverscale leviathan
26392	53342	silverscale leviathan
26392	71429	silverscale leviathan
26392	71293	silverscale leviathan
26392	51346	silverscale leviathan
26392	65744	silverscale leviathan
26410	65795	mor'ghin the red
26410	56911	mor'ghin the red
26410	54857	mor'ghin the red
26410	48910	mor'ghin the red
26410	47669	mor'ghin the red
26441	21712	dusktail grazer
26441	30503	dusktail grazer
26441	18109	dusktail grazer
26441	53505	dusktail grazer
26444	61315	high clanlord zhur the risen
26444	50007	high clanlord zhur the risen
26444	60566	high clanlord zhur the risen
26444	50103	high clanlord zhur the risen
26444	50295	high clanlord zhur the risen
26444	51329	high clanlord zhur the risen
26446	52658	skeledroid ambusher
26446	38773	skeledroid ambusher
26446	52789	skeledroid ambusher
26446	65744	skeledroid ambusher
26446	52740	skeledroid ambusher
26453	65737	doomtide corruptordrone
26453	30999	doomtide corruptordrone
26453	53358	doomtide corruptordrone
26453	52721	doomtide corruptordrone
26471	56423	interrogator khamph
26471	58566	interrogator khamph
26471	53384	interrogator khamph
26471	56358	interrogator khamph
26471	56037	interrogator khamph
26471	56390	interrogator khamph
26524	52772	grimvoid trigun
26524	52853	grimvoid trigun
26524	52777	grimvoid trigun
26524	52775	grimvoid trigun
26524	53348	grimvoid trigun
26524	69934	grimvoid trigun
26524	29662	grimvoid trigun
26534	65716	ikthian prisoner
26534	58566	ikthian prisoner
26535	65716	ikthian prisoner
26535	58566	ikthian prisoner
26549	46405	a37 securitybot
26549	46043	a37 securitybot
26549	46006	a37 securitybot
26549	35474	a37 securitybot
26549	39430	a37 securitybot
26574	56333	mozyk masher
26574	56623	mozyk masher
26575	65716	ikthian prisoner
26575	58566	ikthian prisoner
26585	60568	megatech trooper
26585	61315	megatech trooper
26585	55434	megatech trooper
26587	45734	calmwater tide-bringer
26587	56986	calmwater tide-bringer
26590	55426	megatech scientist
26590	53384	megatech scientist
26590	53383	megatech scientist
26591	61315	megatech swordsmaster
26591	60568	megatech swordsmaster
26591	55434	megatech swordsmaster
26620	53382	skeech hag
26620	54622	skeech hag
26620	54621	skeech hag
26620	54628	skeech hag
26620	54626	skeech hag
26621	31395	avalanche
26630	38773	skeledroid slicer
26630	65744	skeledroid slicer
26630	52789	skeledroid slicer
26630	52740	skeledroid slicer
26630	52658	skeledroid slicer
26662	48531	longear mangler
26662	43327	longear mangler
26662	47778	longear mangler
26662	47997	longear mangler
26662	48121	longear mangler
26665	32966	necrohive silencer
26665	32965	necrohive silencer
26665	37322	necrohive silencer
26665	36021	necrohive silencer
26666	32966	necrohive reaper
26666	36021	necrohive reaper
26666	32965	necrohive reaper
26666	37322	necrohive reaper
26677	48822	bloodhowler
26677	48531	bloodhowler
26677	48433	bloodhowler
26677	47778	bloodhowler
26677	44710	bloodhowler
26677	48641	bloodhowler
26693	32966	necrohive king
26693	11859	necrohive king
26700	58566	moruk the wormeaten
26700	61392	moruk the wormeaten
26700	61393	moruk the wormeaten
26700	54753	moruk the wormeaten
26700	61426	moruk the wormeaten
26700	58567	moruk the wormeaten
26713	65753	daggerbeak's phalanx
26713	54189	daggerbeak's phalanx
26713	65709	daggerbeak's phalanx
26713	52717	daggerbeak's phalanx
26716	53377	exile soldier
26716	65795	exile soldier
26716	55763	exile soldier
26716	53371	exile soldier
26716	53383	exile soldier
26716	55434	exile soldier
26716	55764	exile soldier
26716	57872	exile soldier
26716	57843	exile soldier
26716	43759	exile soldier
26717	33937	chieftain rain-fighter
26732	54349	kraggar the earth-render
26732	53433	kraggar the earth-render
26732	53598	kraggar the earth-render
26732	66675	kraggar the earth-render
26732	66702	kraggar the earth-render
26732	56332	kraggar the earth-render
26732	56622	kraggar the earth-render
26732	64967	kraggar the earth-render
26732	47709	kraggar the earth-render
26732	51338	kraggar the earth-render
26732	55683	kraggar the earth-render
26732	58813	kraggar the earth-render
26732	63249	kraggar the earth-render
26748	66987	calmwater rain-warrior
26748	65994	calmwater rain-warrior
26748	65998	calmwater rain-warrior
26748	75599	calmwater rain-warrior
26748	69165	calmwater rain-warrior
26748	75624	calmwater rain-warrior
26748	75357	calmwater rain-warrior
26778	55119	silverscale abductor
26778	65795	silverscale abductor
26778	47669	silverscale abductor
26778	48920	silverscale abductor
26790	25877	protostar brand thresher
26790	25871	protostar brand thresher
26793	32966	honeywing
26793	11859	honeywing
26803	54602	ripjaw snapper
26803	25930	ripjaw snapper
26803	25871	ripjaw snapper
26803	54600	ripjaw snapper
26805	52740	skeledroid stalker
26805	65744	skeledroid stalker
26805	52658	skeledroid stalker
26805	36849	skeledroid stalker
26806	52658	skeledroid scrapper
26806	36849	skeledroid scrapper
26806	65744	skeledroid scrapper
26806	52740	skeledroid scrapper
26808	52658	skeledroid ambusher
26808	38773	skeledroid ambusher
26808	52789	skeledroid ambusher
26808	65744	skeledroid ambusher
26808	52740	skeledroid ambusher
26809	45770	skeledroid ravager
26809	32768	skeledroid ravager
26809	34262	skeledroid ravager
26809	32735	skeledroid ravager
26809	45745	skeledroid ravager
26810	35474	a37 protector
26810	46405	a37 protector
26810	46043	a37 protector
26810	39430	a37 protector
26810	46006	a37 protector
26813	66170	a37 mender
26813	56295	a37 mender
26813	65795	a37 mender
26832	28151	aurin munitions crate
26843	56525	goldclaw brute
26843	65973	goldclaw brute
26844	53343	dominion soldier
26844	53342	dominion soldier
26844	57843	dominion soldier
26844	49350	dominion soldier
26844	43759	dominion soldier
26844	51346	dominion soldier
26844	65744	dominion soldier
26844	57664	dominion soldier
26844	52448	dominion soldier
26844	51828	dominion soldier
26844	52010	dominion soldier
26844	52742	dominion soldier
26844	53345	dominion soldier
26844	52551	dominion soldier
26845	34262	goldclaw savage
26845	35556	goldclaw savage
26845	32422	goldclaw savage
26845	33249	goldclaw savage
26845	33250	goldclaw savage
26846	32734	yogirrok
26846	34262	yogirrok
26846	45289	yogirrok
26846	32735	yogirrok
26846	45335	yogirrok
26860	62531	sabotaged patrolbot
26860	52788	sabotaged patrolbot
26860	62528	sabotaged patrolbot
26860	54212	sabotaged patrolbot
26860	62529	sabotaged patrolbot
26862	32214	water spray
26915	53382	matria segrey
26915	55371	matria segrey
26915	55401	matria segrey
26915	55421	matria segrey
26915	55402	matria segrey
26974	36021	augmented buzzbing
26974	32966	augmented buzzbing
26974	37322	augmented buzzbing
26974	32965	augmented buzzbing
26979	29850	mercenary arkos
26979	32177	mercenary arkos
26979	46692	mercenary arkos
26979	46797	mercenary arkos
26979	46579	mercenary arkos
26979	30131	mercenary arkos
26979	32192	mercenary arkos
26979	47033	mercenary arkos
26994	27256	levian expedition soldier
26995	27256	levian expedition soldier
27011	53349	external memory core
27011	48399	external memory core
27011	55158	external memory core
27011	47747	external memory core
27035	53377	defense turret
27035	69934	defense turret
27035	77485	defense turret
27035	63430	defense turret
27038	12425	savannah stalker
27038	35192	savannah stalker
27038	45494	savannah stalker
27038	13961	savannah stalker
27040	9743	savannah trampler
27040	2340	savannah trampler
27040	32574	savannah trampler
27040	19085	savannah trampler
27040	30623	savannah trampler
27040	55151	savannah trampler
27043	43366	savannah ringtail
27043	32774	savannah ringtail
27043	42383	savannah ringtail
27043	46459	savannah ringtail
27043	46895	savannah ringtail
27043	41717	savannah ringtail
27059	58566	exile trooper
27059	58567	exile trooper
27059	69165	exile trooper
27059	57843	exile trooper
27059	57872	exile trooper
27059	57851	exile trooper
27059	53384	exile trooper
27059	55434	exile trooper
27061	52010	exile gunner
27061	55763	exile gunner
27061	51828	exile gunner
27061	53377	exile gunner
27061	65795	exile gunner
27135	55421	wildvine watcher
27135	55401	wildvine watcher
27135	55402	wildvine watcher
27135	53382	wildvine watcher
27135	55371	wildvine watcher
27136	47669	wildvine hunter
27136	48915	wildvine hunter
27136	65795	wildvine hunter
27146	44770	honeyhive stinger
27146	44714	honeyhive stinger
27146	36049	honeyhive stinger
27146	44650	honeyhive stinger
27149	12425	savannah firefang
27149	27991	savannah firefang
27149	14025	savannah firefang
27149	26162	savannah firefang
27149	27974	savannah firefang
27149	35192	savannah firefang
27184	53369	wildvine settler
27184	56074	wildvine settler
27184	56073	wildvine settler
27186	65711	wildvine howler
27186	65709	wildvine howler
27186	79182	wildvine howler
27186	69165	wildvine howler
27186	79183	wildvine howler
27195	40489	enraged icetail alpha
27195	32774	enraged icetail alpha
27195	41717	enraged icetail alpha
27195	46895	enraged icetail alpha
27197	43327	enraged forlorn icetail
27197	47858	enraged forlorn icetail
27197	48147	enraged forlorn icetail
27197	46895	enraged forlorn icetail
27197	46459	enraged forlorn icetail
27197	32774	enraged forlorn icetail
27197	41717	enraged forlorn icetail
27216	61315	deathmite spiderling
27216	65763	deathmite spiderling
27217	36849	snowshadow technician
27217	65744	snowshadow technician
27217	34552	snowshadow technician
27242	42658	longear thrasher
27242	48531	longear thrasher
27242	34253	longear thrasher
27242	47778	longear thrasher
27303	66987	calmwater rain-warrior
27303	65994	calmwater rain-warrior
27303	65998	calmwater rain-warrior
27303	75599	calmwater rain-warrior
27303	69165	calmwater rain-warrior
27303	75624	calmwater rain-warrior
27303	75357	calmwater rain-warrior
27311	56326	mozyk rumbler
27311	55700	mozyk rumbler
27311	52235	mozyk rumbler
27311	54349	mozyk rumbler
27311	56622	mozyk rumbler
27311	52080	mozyk rumbler
27358	53384	arvin wildvine
27358	56425	arvin wildvine
27358	55044	arvin wildvine
27358	54742	arvin wildvine
27358	58566	arvin wildvine
27369	32739	corporal harlock
27369	26435	corporal harlock
27369	45756	corporal harlock
27369	6103	corporal harlock
27369	27375	corporal harlock
27369	34668	corporal harlock
27375	44777	ravenous frizlet
27375	6910	ravenous frizlet
27375	54563	ravenous frizlet
27375	54381	ravenous frizlet
27397	55282	malverine stalker
27397	48531	malverine stalker
27397	44200	malverine stalker
27399	65795	eldan security construct
27399	52348	eldan security construct
27399	66170	eldan security construct
27399	66144	eldan security construct
27399	55845	eldan security construct
27404	60595	commander durek
27404	61315	commander durek
27404	61014	commander durek
27410	41070	fetid devourer
27410	44466	fetid devourer
27410	43328	fetid devourer
27410	44656	fetid devourer
27411	52765	putrid devourer
27411	52769	putrid devourer
27411	41070	putrid devourer
27411	44466	putrid devourer
27411	44656	putrid devourer
27411	44200	putrid devourer
27411	43759	putrid devourer
27414	34361	red ember nipper
27414	34264	red ember nipper
27414	34266	red ember nipper
27414	34310	red ember nipper
27414	35522	red ember nipper
27415	34266	red ember muncher
27415	34310	red ember muncher
27415	34361	red ember muncher
27415	34264	red ember muncher
27415	35522	red ember muncher
27416	57851	red ember slasher
27416	57843	red ember slasher
